home_team,away_team,home_points,away_points,home_fpi_strengthofrecord,home_fpi_fpi,home_fpi_averagewinprobability,home_fpi_strengthofschedule,home_fpi_remainingstrengthofschedule,home_fpi_gamecontrol,home_fpi_overall,home_fpi_offense,home_fpi_defense,home_fpi_specialteams,away_fpi_strengthofrecord,away_fpi_fpi,away_fpi_averagewinprobability,away_fpi_strengthofschedule,away_fpi_remainingstrengthofschedule,away_fpi_gamecontrol,away_fpi_overall,away_fpi_offense,away_fpi_defense,away_fpi_specialteams,home_sp_year,home_sp_team,home_sp_conference,home_sp_rating,home_sp_ranking,home_sp_secondorderwins,home_sp_sos,home_sp_offense_ranking,home_sp_offense_rating,home_sp_defense_ranking,home_sp_defense_rating,home_sp_specialteams_rating,away_sp_year,away_sp_team,away_sp_conference,away_sp_rating,away_sp_ranking,away_sp_secondorderwins,away_sp_sos,away_sp_offense_ranking,away_sp_offense_rating,away_sp_defense_ranking,away_sp_defense_rating,away_sp_specialteams_rating
Oberlin,Anderson (IN),6.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denison University,Alma,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope College,Franklin,48.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shippensburg,Clarion,24.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Liberty,Frostburg State,23.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keystone,Hartwick,51.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon Valley,Stevenson,37.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevard College,Hampden-Sydney,30.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susquehanna,Brockport,27.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne State (MI),Findlay,30.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Paterson,Dickinson (PA),0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,Hamilton,42.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilmington (OH),Baldwin Wallace,7.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripon,Grinnell,23.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence University,Cornell College (IA),21.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryant,Holy Cross,22.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgewater (VA),Southern Virginia,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin-Eau Claire,Coe College,41.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloomsburg,Seton Hill,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sewanee,Westminster College (MO),42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin-Lacrosse,Northern Michigan,35.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin-Lutheran,Buena Vista,44.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sioux Falls,University of Mary,35.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Dakota Mines,Upper Iowa University,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,Idaho State,52.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youngstown State,Duquesne,25.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Forest College,Illinois College,42.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westfield State,Bridgewater State,24.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington and Lee,Apprentice School,68.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washburn,Colorado School Of Mines,28.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond,Charleston Southern,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint John's (MN),Wartburg,35.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roosevelt,Wisconsin-Whitewater,14.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wabash College,Ohio Wesleyan,30.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Scholastica,Rockford,24.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furman,Stetson,48.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple,Coastal Carolina,20.0,28.0,119.0,127.0,127.0,95.0,,125.0,21.167,12.845,40.982,52.686,97.0,94.0,81.0,120.0,,93.0,42.26,45.227,44.594,42.766,2024.0,Temple,American Athletic,-20.3,127.0,,,125.0,17.3,125.0,37.8,0.3,2024.0,Coastal Carolina,Sun Belt,-6.9,98.0,,,82.0,25.5,108.0,33.4,1.0
St. Thomas (MN),Black Hills State,24.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Norbert,Wisconsin-Stevens Pt,3.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Olaf,Luther,53.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sul Ross State,Wayland Baptist,52.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayville State,Nebraska Wesleyan,24.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago,Monmouth (IL),21.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Erie,Post University,28.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin-Oshkosh,Linfield College,28.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard,Morehouse College,35.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,Morehead State,59.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware State,Wagner,7.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Mesa,Central Washington,12.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord University,UVA Wise,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bemidji State,Southwest Minnesota State,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingate,Delta State,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota Duluth,Minnesota State Moorhead,29.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College Of New Jersey,Franklin & Marshall,17.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montclair State,Gettysburg,27.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dickinson State University,Wisconsin-Stout,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minot State,Northern State,17.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami,Ball State,62.0,0.0,14.0,11.0,20.0,55.0,,21.0,77.097,87.084,52.889,41.286,123.0,126.0,109.0,87.0,,113.0,23.364,37.223,18.686,52.051,2024.0,Miami,ACC,21.6,10.0,,,1.0,44.2,51.0,24.3,1.8,2024.0,Ball State,Mid-American,-19.8,126.0,,,103.0,21.3,133.0,40.8,-0.3
Washington,Washington State,19.0,24.0,46.0,46.0,83.0,12.0,,50.0,58.799,57.598,61.801,32.58,60.0,64.0,25.0,111.0,,55.0,55.471,65.831,46.227,40.813,2024.0,Washington,Big Ten,3.1,58.0,,,66.0,27.3,36.0,22.4,-1.8,2024.0,Washington State,Pac-12,1.3,68.0,,,21.0,34.0,97.0,31.1,-1.5
Pittsburgh,West Virginia,38.0,34.0,44.0,52.0,84.0,39.0,,64.0,55.816,49.345,57.768,56.475,56.0,63.0,76.0,52.0,2.0,56.0,52.984,64.597,35.526,62.429,2024.0,Pittsburgh,ACC,4.9,50.0,,,54.0,29.3,64.0,26.3,1.8,2024.0,West Virginia,Big 12,2.1,65.0,,,46.0,30.1,87.0,29.7,1.8
Oregon State,Oregon,14.0,49.0,104.0,96.0,95.0,85.0,,96.0,30.065,41.308,25.791,50.932,1.0,6.0,3.0,34.0,,3.0,85.854,85.403,73.779,53.859,2024.0,Oregon State,Pac-12,-6.7,97.0,,,73.0,26.1,107.0,32.7,0.0,2024.0,Oregon,Big Ten,26.0,3.0,,,2.0,40.8,14.0,16.3,1.5
Purdue,Notre Dame,7.0,66.0,117.0,122.0,133.0,6.0,,114.0,20.419,29.645,21.338,52.981,4.0,2.0,2.0,58.0,,4.0,88.314,78.053,88.226,42.499,2024.0,Purdue,Big Ten,-16.2,121.0,,,116.0,19.2,110.0,33.6,-1.8,2024.0,Notre Dame,FBS Independents,23.9,8.0,,,4.0,38.6,7.0,14.1,-0.6
Oklahoma,Tulane,34.0,19.0,30.0,26.0,82.0,4.0,,30.0,65.083,38.944,80.167,57.918,49.0,27.0,17.0,93.0,,44.0,71.379,66.845,65.053,60.698,2024.0,Oklahoma,SEC,9.5,33.0,,,75.0,25.9,17.0,17.8,1.4,2024.0,Tulane,American Athletic,5.7,43.0,,,30.0,32.9,73.0,27.1,-0.1
Florida,Texas A&M,20.0,33.0,24.0,21.0,47.0,5.0,,18.0,71.717,58.466,70.419,67.15,20.0,16.0,27.0,9.0,,13.0,76.763,68.737,71.579,64.836,2024.0,Florida,SEC,13.8,20.0,,,37.0,31.7,23.0,20.0,2.1,2024.0,Texas A&M,SEC,17.0,13.0,,,21.0,34.0,19.0,18.6,1.6
Minnesota,Nevada,27.0,0.0,43.0,31.0,37.0,53.0,,31.0,68.599,55.808,75.809,45.723,121.0,103.0,108.0,79.0,,108.0,32.498,47.2,30.419,32.833,2024.0,Minnesota,Big Ten,10.4,27.0,,,79.0,25.6,11.0,15.4,0.2,2024.0,Nevada,Mountain West,-15.2,117.0,,,106.0,21.0,113.0,34.2,-2.0
Maine,Monmouth,22.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova,Towson,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia Tech,VMI,59.0,7.0,34.0,38.0,56.0,14.0,,26.0,66.705,72.242,58.501,35.797,,,,,,,,,,,2024.0,Georgia Tech,ACC,1.9,66.0,,,42.0,31.1,79.0,27.9,-1.3,,,,,,,,,,,,
Michigan State,Prairie View A&M,40.0,0.0,64.0,84.0,90.0,24.0,,65.0,44.653,43.625,47.171,52.038,,,,,,,,,,,2024.0,Michigan State,Big Ten,-4.6,90.0,,,119.0,18.0,49.0,24.1,1.4,,,,,,,,,,,,
Ohio,Morgan State,21.0,6.0,51.0,73.0,26.0,121.0,6.0,67.0,54.734,51.667,57.327,46.616,,,,,,,,,,,2024.0,Ohio,Mid-American,2.3,63.0,,,67.0,27.2,47.0,23.9,-0.9,,,,,,,,,,,,
Concordia University Chicago,Manchester,28.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Lutheran,Concordia Moorhead,3.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitworth,Eastern Oregon,31.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salisbury,Muhlenberg,59.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Lutheran University,Central College,10.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Lewis,Phoenix,17.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union (NY),SUNY Maritime,18.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk State,Hampton,7.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,UAlbany,41.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Colorado,Abilene Christian,22.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland State,South Dakota,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puget Sound,Southwestern University,19.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Carolina,App State,19.0,21.0,90.0,93.0,71.0,129.0,,101.0,41.022,32.234,48.38,64.194,87.0,95.0,123.0,99.0,,116.0,34.071,48.691,27.315,43.31,2024.0,East Carolina,American Athletic,-1.0,73.0,,,58.0,28.5,87.0,29.7,0.2,2024.0,App State,Sun Belt,-8.1,100.0,,,67.0,27.2,110.0,33.6,-1.6
Iowa,Troy,38.0,21.0,39.0,23.0,32.0,44.0,,36.0,70.238,48.063,74.759,71.573,113.0,99.0,105.0,106.0,,112.0,32.041,43.518,32.267,33.956,2024.0,Iowa,Big Ten,15.8,16.0,,,69.0,27.0,5.0,13.3,2.0,2024.0,Troy,Sun Belt,-6.6,96.0,,,93.0,24.1,90.0,30.1,-0.6
Arkansas,UAB,37.0,27.0,42.0,36.0,61.0,20.0,,34.0,65.787,60.714,66.155,45.94,122.0,118.0,102.0,102.0,,110.0,28.025,29.047,32.357,57.606,2024.0,Arkansas,SEC,11.0,24.0,,,40.0,31.4,33.0,21.7,1.3,2024.0,UAB,American Athletic,-11.3,108.0,,,75.0,25.9,126.0,38.0,0.9
Utah State,Utah,21.0,38.0,112.0,110.0,98.0,92.0,,102.0,26.445,42.504,21.003,45.961,75.0,47.0,66.0,65.0,,52.0,60.487,30.282,79.81,59.786,2024.0,Utah State,Mountain West,-10.4,106.0,,,45.0,30.2,129.0,40.3,-0.3,2024.0,Utah,Big 12,7.7,40.0,,,96.0,23.6,16.0,17.2,1.3
Christopher Newport,Johns Hopkins University,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcorn State,Edward Waters,38.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Tennessee State,North Dakota State,35.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elon,Western Carolina,17.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,Stonehill,45.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akron,Colgate,31.0,20.0,111.0,124.0,110.0,54.0,,111.0,25.51,29.574,28.571,53.83,,,,,,,,,,,2024.0,Akron,Mid-American,-17.9,123.0,,,129.0,15.7,117.0,34.6,1.0,,,,,,,,,,,,
Charlotte,Gardner-Webb,27.0,26.0,101.0,120.0,122.0,82.0,,118.0,27.766,32.18,25.782,68.735,,,,,,,,,,,2024.0,Charlotte,American Athletic,-15.3,118.0,,,102.0,21.4,124.0,37.6,0.9,,,,,,,,,,,,
Lock Haven University,Indiana-Pennsylvania,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of St Francis IN,Defiance College,64.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina Wesleyan,Ferrum,24.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benedict College,Lane College,27.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone,Allen,23.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chowan,Wilson,20.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferris State,Ashland,43.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indianapolis,Truman State,41.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,UConn,26.0,21.0,28.0,55.0,57.0,67.0,,58.0,62.075,41.071,73.887,54.127,74.0,79.0,69.0,126.0,,100.0,47.273,35.591,58.188,54.648,2024.0,Duke,ACC,5.6,44.0,,,71.0,26.7,31.0,21.3,0.2,2024.0,UConn,FBS Independents,1.5,67.0,,,70.0,26.9,60.0,25.7,0.3
Indiana State,Dayton,24.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wofford,William & Mary,21.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tufts,Bowdoin,23.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bucknell,Merrimack,21.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia Southern,South Carolina State,42.0,14.0,50.0,76.0,80.0,80.0,8.0,75.0,49.887,52.067,44.55,60.616,,,,,,,,,,,2024.0,Georgia Southern,Sun Belt,-1.7,76.0,,,72.0,26.5,90.0,30.1,1.9,,,,,,,,,,,,
Butler,Hanover College,53.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson (Sc),Lagrange College,44.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winston-Salem,Ohio Dominican,19.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,North Carolina Central,45.0,10.0,76.0,60.0,62.0,91.0,,66.0,50.555,55.402,46.067,47.749,,,,,,,,,,,2024.0,North Carolina,ACC,5.0,49.0,,,38.0,31.5,64.0,26.3,-0.2,,,,,,,,,,,,
Shaw,Catawba,28.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savannah St,Central State (OH),3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Dominion,Virginia Tech,17.0,37.0,102.0,75.0,85.0,96.0,,81.0,48.449,49.828,49.644,44.282,57.0,34.0,31.0,48.0,,24.0,70.514,55.299,74.421,59.153,2024.0,Old Dominion,Sun Belt,-6.0,95.0,,,78.0,25.7,99.0,31.3,-0.4,2024.0,Virginia Tech,ACC,10.0,30.0,,,41.0,31.3,36.0,22.4,1.2
Liberty,UTEP,28.0,10.0,77.0,97.0,78.0,134.0,12.0,124.0,35.985,45.362,33.328,44.461,128.0,129.0,120.0,89.0,,125.0,18.38,12.952,39.066,39.932,2024.0,Liberty,Conference USA,0.2,71.0,,,60.0,28.2,70.0,26.6,-1.5,2024.0,UTEP,Conference USA,-22.7,130.0,,,131.0,13.7,113.0,34.2,-2.1
Florida Atlantic,Florida International,38.0,20.0,130.0,117.0,97.0,130.0,,123.0,23.757,26.337,35.512,31.548,125.0,116.0,73.0,104.0,,105.0,31.486,26.115,42.649,52.169,2024.0,Florida Atlantic,American Athletic,-12.7,113.0,,,109.0,20.8,104.0,32.1,-1.5,2024.0,Florida International,Conference USA,-12.1,112.0,,,110.0,20.5,99.0,31.3,-1.2
Eastern Kentucky,West Georgia,26.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,Campbell,21.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chattanooga,Mercer,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Stroudsburg University,Gannon,24.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia Wesleyan,Wheeling,14.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Forest,Ole Miss,6.0,40.0,94.0,88.0,94.0,43.0,,73.0,42.092,45.681,42.723,46.202,18.0,8.0,5.0,33.0,,2.0,84.235,76.596,81.866,47.73,2024.0,Wake Forest,ACC,-5.7,93.0,,,77.0,25.8,103.0,31.8,0.3,2024.0,Ole Miss,SEC,27.9,2.0,,,7.0,37.7,3.0,11.9,2.1
Western Michigan,Bethune-Cookman,59.0,31.0,103.0,111.0,87.0,77.0,5.0,104.0,37.661,53.267,24.968,62.263,,,,,,,,,,,2024.0,Western Michigan,Mid-American,-10.2,105.0,,,86.0,24.7,120.0,36.0,1.1,,,,,,,,,,,,
Loras College,Benedictine University,22.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT Permian Basin,Adams State,67.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson State,Southern,33.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,UTSA,56.0,7.0,3.0,1.0,6.0,21.0,,1.0,88.25,73.85,92.32,35.538,98.0,92.0,48.0,71.0,,70.0,40.078,38.259,46.39,49.382,2024.0,Texas,SEC,24.1,7.0,,,13.0,36.6,2.0,10.8,-1.7,2024.0,UTSA,American Athletic,2.2,64.0,,,34.0,32.3,101.0,31.5,1.4
SE Louisiana,Eastern Washington,28.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valdosta State,Fayetteville State,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beloit,Knox College,13.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Michigan,Jacksonville State,37.0,34.0,114.0,119.0,93.0,128.0,,121.0,26.84,26.714,34.766,54.009,72.0,72.0,44.0,113.0,9.0,89.0,47.628,57.904,42.655,37.194,2024.0,Eastern Michigan,Mid-American,-13.3,114.0,,,110.0,20.5,115.0,34.3,0.5,2024.0,Jacksonville State,Conference USA,-1.0,73.0,,,57.0,28.8,81.0,28.3,-1.5
Georgia State,Vanderbilt,36.0,32.0,115.0,107.0,114.0,101.0,,117.0,28.969,40.888,28.455,37.82,40.0,39.0,75.0,8.0,,37.0,63.309,66.631,47.406,72.026,2024.0,Georgia State,Sun Belt,-17.9,123.0,,,106.0,21.0,123.0,37.4,-1.5,2024.0,Vanderbilt,SEC,4.9,50.0,,,60.0,28.2,59.0,25.4,2.0
Centre College Kentucky,Maryville College (TN),17.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macalester,Martin Luther,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMurry,LYONCOLL,48.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee State,Arkansas-Pine Bluff,41.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin,Rhodes College,13.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamline University,Minnesota Morris,25.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwestern Assemblies Of God,Howard Payne,29.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simpson College (IA),Crown College,39.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama A&M,Georgetown College Kentucky,24.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson,Point University,42.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Case Western Reserve,Bethany (WV),64.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Lutheran,CENTENARY,31.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eureka College,Greenville,7.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guilford College,Methodist,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred State,University of Rochester (NY),0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurora,North Central College,21.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belhaven,Trinity University TX,10.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT Martin,North Alabama,43.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newberry,Keiser (Fl),16.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose-Hulman,Trine University,33.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar,Weber State,17.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi College,Texas A&M-Kingsville,7.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelo State,Eastern New Mexico,26.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky Wesleyan,William Jewell,16.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific (OR),Lewis & Clark College,34.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
